transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,unit_price,product_category,product_type
104,06/08/2023,12:53:22,3,3,Breda,4.5,Chocolate,Hot chocolate
105,06/06/2023,11:43:57,2,1,Amsterdam,4.25,Coffee,Syrup coffee
106,06/09/2023,06:54:31,2,3,Breda,4.5,Chocolate,Hot chocolate
107,06/10/2023,16:56:24,1,1,Amsterdam,3.0,Bakery,Scone
108,06/11/2023,10:10:31,2,2,Groningen,3.5,Tea,Herbal tea
109,06/09/2023,06:21:40,1,2,Groningen,3.15,Tea,Green tea
110,06/11/2023,19:35:42,3,1,Amsterdam,3.5,Bakery,Pie
111,06/08/2023,16:15:56,4,3,Breda,4.5,Chocolate,Hot chocolate
112,06/08/2023,10:00:30,2,3,Breda,4.5,Chocolate,Hot chocolate
113,06/07/2023,12:55:07,2,2,Groningen,3.5,Bakery,Pie
114,06/07/2023,17:42:38,1,3,Breda,3.15,Tea,Green tea
115,06/08/2023,15:12:14,1,1,Amsterdam,3.5,Tea,Herbal tea
116,06/09/2023,08:03:19,1,2,Groningen,4.5,Chocolate,Hot chocolate
117,06/05/2023,09:29:17,3,2,Groningen,3.15,Tea,Green tea
118,06/05/2023,06:50:06,1,2,Groningen,3.75,Bakery,Sandwich
119,06/09/2023,13:40:02,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
120,06/09/2023,15:23:21,5,1,Amsterdam,3.75,Bakery,Sandwich
121,06/09/2023,08:51:16,2,2,Groningen,2.0,Coffee,Black coffee
122,06/10/2023,11:25:29,1,3,Breda,3.75,Bakery,Sandwich
123,06/08/2023,10:09:55,5,2,Groningen,3.5,Coffee,Milk coffee
124,06/10/2023,14:55:57,2,1,Amsterdam,3.75,Bakery,Sandwich
125,06/10/2023,11:44:23,2,1,Amsterdam,3.5,Tea,Herbal tea
126,06/08/2023,15:23:26,1,1,Amsterdam,3.25,Tea,Chai tea
127,06/06/2023,16:38:50,6,2,Groningen,4.5,Chocolate,Hot chocolate
128,06/08/2023,08:01:28,2,1,Amsterdam,3.5,Tea,Herbal tea
129,06/09/2023,09:40:52,5,1,Amsterdam,3.0,Tea,Black tea
130,06/06/2023,18:48:20,2,2,Groningen,3.0,Tea,Black tea
131,06/06/2023,17:02:12,3,2,Groningen,3.0,Bakery,Scone
132,06/09/2023,17:23:36,1,2,Groningen,3.25,Tea,Chai tea
133,06/06/2023,13:18:44,1,3,Breda,3.0,Tea,Black tea
134,06/11/2023,07:37:44,2,2,Groningen,4.25,Coffee,Syrup coffee
135,06/10/2023,08:59:59,2,3,Breda,3.5,Tea,Herbal tea
136,06/07/2023,18:04:58,6,3,Breda,3.25,Tea,Chai tea
137,06/10/2023,12:58:00,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
138,06/09/2023,12:37:51,1,1,Amsterdam,2.0,Coffee,Black coffee
139,06/08/2023,12:18:45,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
140,06/10/2023,13:57:21,2,3,Breda,3.5,Bakery,Pie
141,06/07/2023,12:45:30,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
142,06/08/2023,07:58:50,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
143,06/06/2023,09:36:16,2,2,Groningen,4.5,Chocolate,Hot chocolate
144,06/08/2023,08:15:17,2,2,Groningen,3.5,Bakery,Pie
145,06/10/2023,15:39:13,5,2,Groningen,4.5,Chocolate,Hot chocolate
146,06/11/2023,10:33:47,1,2,Groningen,3.0,Tea,Black tea
147,06/08/2023,11:31:41,2,2,Groningen,3.15,Tea,Green tea
148,06/06/2023,08:05:17,5,3,Breda,3.5,Coffee,Milk coffee
149,06/10/2023,16:48:13,2,2,Groningen,3.5,Tea,Herbal tea
150,06/09/2023,16:36:44,4,2,Groningen,3.0,Bakery,Scone
151,06/10/2023,19:51:16,2,2,Groningen,3.0,Bakery,Scone
152,06/07/2023,08:39:21,1,1,Amsterdam,3.5,Bakery,Pie
153,06/10/2023,09:33:17,2,3,Breda,3.0,Tea,Black tea
154,06/07/2023,08:06:15,1,2,Groningen,3.5,Tea,Herbal tea
155,06/09/2023,14:47:04,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
156,06/09/2023,16:29:17,1,1,Amsterdam,2.0,Coffee,Black coffee
157,06/10/2023,11:32:11,2,1,Amsterdam,3.5,Coffee,Milk coffee
158,06/08/2023,19:31:28,2,2,Groningen,4.25,Coffee,Syrup coffee
159,06/06/2023,10:55:26,2,3,Breda,4.5,Chocolate,Hot chocolate
160,06/08/2023,,2,3,Breda,3.5,Bakery,Pie
161,06/09/2023,14:25:33,2,2,Groningen,3.0,Bakery,Scone
162,06/07/2023,15:07:05,1,3,Breda,3.0,Bakery,Scone
163,06/08/2023,09:56:20,1,3,Breda,4.5,Chocolate,Hot chocolate
164,06/11/2023,10:56:01,5,2,Groningen,3.0,Bakery,Scone
165,06/08/2023,10:21:40,1,2,Groningen,2.0,Coffee,Black coffee
166,06/06/2023,17:02:48,4,3,Breda,3.5,Bakery,Pie
167,06/07/2023,17:00:04,2,2,Groningen,3.5,Bakery,Pie
168,06/10/2023,19:39:20,2,3,Breda,4.5,Chocolate,Hot chocolate
169,06/09/2023,09:24:27,1,2,Groningen,3.0,Bakery,Scone
170,06/05/2023,09:30:56,1,2,Groningen,4.5,Chocolate,Hot chocolate
171,06/08/2023,10:22:13,2,3,Breda,4.25,Coffee,Syrup coffee
172,06/06/2023,06:09:43,2,2,Groningen,3.5,Coffee,Milk coffee
173,06/08/2023,06:24:11,2,3,Breda,4.5,Chocolate,Hot chocolate
174,06/10/2023,08:45:15,2,2,Groningen,2.0,Coffee,Black coffee
175,06/10/2023,07:24:08,4,3,Breda,3.5,Tea,Herbal tea
176,06/07/2023,09:09:51,2,2,Groningen,3.0,Bakery,Scone
177,06/10/2023,08:55:34,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
178,06/05/2023,07:54:14,1,3,Breda,3.5,Coffee,Milk coffee
179,06/07/2023,14:51:22,2,1,Amsterdam,3.0,Tea,Black tea
180,06/10/2023,17:11:04,4,2,Groningen,6.3,Coffee,Organic blended coffee
181,06/10/2023,12:34:43,2,1,Amsterdam,3.75,Bakery,Sandwich
182,06/11/2023,11:42:36,1,3,Breda,2.0,Coffee,Black coffee
183,06/06/2023,09:47:10,1,3,Breda,2.0,Coffee,Black coffee
184,06/09/2023,14:23:50,3,1,Amsterdam,3.15,Tea,Green tea
185,06/10/2023,08:57:10,5,3,Breda,2.0,Coffee,Black coffee
186,06/06/2023,13:56:50,1,2,Groningen,3.75,Bakery,Sandwich
187,06/11/2023,08:46:24,1,3,Breda,3.0,Bakery,Scone
188,06/11/2023,17:46:12,2,2,Groningen,3.5,Bakery,Pie
189,06/10/2023,,3,3,Breda,4.5,Chocolate,Hot chocolate
190,06/11/2023,09:08:15,2,3,Breda,6.3,Coffee,Organic blended coffee
191,06/06/2023,09:02:55,1,3,Breda,3.0,Bakery,Scone
192,06/09/2023,14:24:36,2,3,Breda,4.25,Coffee,Syrup coffee
193,06/11/2023,06:05:58,2,2,Groningen,3.5,Tea,Herbal tea
194,06/08/2023,,1,2,Groningen,3.75,Bakery,Sandwich
195,06/09/2023,08:57:45,1,1,Amsterdam,3.0,Tea,Black tea
196,06/07/2023,16:57:26,1,2,Groningen,3.25,Tea,Chai tea
197,06/09/2023,10:18:03,1,1,Amsterdam,3.75,Bakery,Sandwich
198,06/07/2023,16:48:30,5,2,Groningen,3.5,Bakery,Pie
199,06/07/2023,12:41:08,1,3,Breda,3.75,Bakery,Sandwich
200,06/09/2023,19:31:51,1,3,Breda,4.5,Chocolate,Hot chocolate
201,06/10/2023,14:29:05,1,1,Amsterdam,3.75,Bakery,Sandwich
202,06/05/2023,12:36:17,1,1,Amsterdam,3.25,Tea,Chai tea
203,06/10/2023,18:07:07,6,1,Amsterdam,3.5,Coffee,Milk coffee
204,06/10/2023,16:07:54,1,2,Groningen,4.5,Chocolate,Hot chocolate
205,06/08/2023,10:11:33,1,2,Groningen,3.5,Coffee,Milk coffee
206,06/09/2023,16:35:36,2,2,Groningen,2.0,Coffee,Black coffee
207,06/11/2023,12:25:48,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
208,06/10/2023,11:28:19,2,2,Groningen,4.5,Chocolate,Hot chocolate
209,06/09/2023,14:48:55,1,1,Amsterdam,3.15,Tea,Green tea
210,06/08/2023,13:20:02,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
211,06/10/2023,18:47:07,1,2,Groningen,3.5,Bakery,Pie
212,06/11/2023,16:56:07,1,2,Groningen,4.5,Chocolate,Hot chocolate
213,06/11/2023,09:18:16,1,2,Groningen,2.0,Coffee,Black coffee
214,06/11/2023,10:16:54,4,3,Breda,2.0,Coffee,Black coffee
215,06/10/2023,18:17:06,1,3,Breda,2.0,Coffee,Black coffee
216,06/11/2023,16:32:28,1,2,Groningen,4.25,Coffee,Syrup coffee
217,06/10/2023,07:24:17,1,2,Groningen,4.5,Chocolate,Hot chocolate
218,06/10/2023,10:54:40,2,1,Amsterdam,3.75,Bakery,Sandwich
219,06/11/2023,06:27:39,1,3,Breda,4.5,Chocolate,Hot chocolate
220,06/11/2023,14:55:32,1,1,Amsterdam,4.25,Coffee,Syrup coffee
221,06/10/2023,14:22:02,2,1,Amsterdam,3.0,Bakery,Scone
222,06/05/2023,08:04:58,3,3,Breda,3.5,Bakery,Pie
223,06/07/2023,15:39:30,1,1,Amsterdam,3.25,Tea,Chai tea
224,06/05/2023,08:21:42,3,2,Groningen,3.25,Tea,Chai tea
225,06/11/2023,07:34:35,1,2,Groningen,3.5,Bakery,Pie
226,06/08/2023,10:53:17,2,3,Breda,3.0,Bakery,Scone
227,06/11/2023,10:22:57,2,2,Groningen,3.15,Tea,Green tea
228,06/07/2023,16:20:33,1,2,Groningen,3.5,Bakery,Pie
229,06/06/2023,10:27:20,2,3,Breda,4.25,Coffee,Syrup coffee
230,06/11/2023,07:46:49,1,2,Groningen,3.75,Bakery,Sandwich
231,06/10/2023,17:24:32,4,2,Groningen,3.25,Tea,Chai tea
232,06/09/2023,16:29:55,2,2,Groningen,4.5,Chocolate,Hot chocolate
233,06/09/2023,14:50:03,2,1,Amsterdam,4.25,Coffee,Syrup coffee
234,06/08/2023,08:49:23,1,3,Breda,6.3,Coffee,Organic blended coffee
235,06/06/2023,08:06:35,2,3,Breda,2.0,Coffee,Black coffee
236,06/11/2023,08:07:55,2,2,Groningen,3.5,Bakery,Pie
237,06/07/2023,19:19:22,2,3,Breda,3.15,Tea,Green tea
238,06/11/2023,14:56:36,2,1,Amsterdam,3.5,Tea,Herbal tea
239,06/09/2023,07:29:07,1,1,Amsterdam,6.3,Coffee,Organic blended coffee
240,06/07/2023,09:37:32,1,1,Amsterdam,4.25,Coffee,Syrup coffee
241,06/09/2023,11:08:38,2,2,Groningen,4.5,Chocolate,Hot chocolate
242,06/06/2023,11:44:04,1,2,Groningen,3.25,Tea,Chai tea
243,06/07/2023,10:21:39,4,1,Amsterdam,3.5,Coffee,Milk coffee
244,06/07/2023,19:37:35,2,3,Breda,3.0,Tea,Black tea
245,06/10/2023,08:53:06,2,2,Groningen,3.5,Coffee,Milk coffee
246,06/06/2023,17:38:45,2,2,Groningen,3.0,Bakery,Scone
247,06/06/2023,16:05:57,2,2,Groningen,3.0,Tea,Black tea
248,06/10/2023,06:11:21,2,1,Amsterdam,3.75,Bakery,Sandwich
249,06/06/2023,12:22:31,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
250,06/11/2023,13:15:24,4,1,Amsterdam,3.75,Bakery,Sandwich
251,06/11/2023,14:43:39,3,1,Amsterdam,6.3,Coffee,Organic blended coffee
252,06/05/2023,11:31:25,4,2,Groningen,4.5,Chocolate,Hot chocolate
253,06/10/2023,12:26:00,1,3,Breda,3.25,Tea,Chai tea
254,06/10/2023,08:38:04,3,2,Groningen,3.0,Tea,Black tea
255,06/06/2023,16:12:19,1,2,Groningen,3.5,Bakery,Pie
256,06/11/2023,14:11:36,2,2,Groningen,3.5,Bakery,Pie
257,06/06/2023,09:08:07,2,2,Groningen,4.5,Chocolate,Hot chocolate
258,06/11/2023,11:35:19,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
259,06/09/2023,10:56:28,2,2,Groningen,3.5,Tea,Herbal tea
260,06/09/2023,16:13:21,1,2,Groningen,3.75,Bakery,Sandwich
261,06/11/2023,09:08:07,1,3,Breda,6.3,Coffee,Organic blended coffee
262,06/06/2023,10:52:52,2,3,Breda,6.3,Coffee,Organic blended coffee
263,06/11/2023,09:00:24,2,3,Breda,6.3,Coffee,Organic blended coffee
264,06/10/2023,16:31:21,1,2,Groningen,3.5,Coffee,Milk coffee
265,06/09/2023,08:21:26,1,2,Groningen,6.3,Coffee,Organic blended coffee
266,06/07/2023,08:24:36,2,3,Breda,3.15,Tea,Green tea
267,06/06/2023,18:17:42,6,2,Groningen,6.3,Coffee,Organic blended coffee
268,06/08/2023,11:19:39,5,1,Amsterdam,3.25,Tea,Chai tea
269,06/10/2023,09:48:49,6,2,Groningen,2.0,Coffee,Black coffee
270,06/08/2023,10:26:47,2,3,Breda,3.15,Tea,Green tea
271,06/08/2023,15:53:17,4,1,Amsterdam,3.0,Tea,Black tea
272,06/08/2023,14:55:03,4,3,Breda,2.0,Coffee,Black coffee
273,06/11/2023,12:32:08,1,1,Amsterdam,2.0,Coffee,Black coffee
274,06/07/2023,07:01:19,2,2,Groningen,3.5,Bakery,Pie
275,06/09/2023,10:33:17,4,2,Groningen,3.15,Tea,Green tea
276,06/10/2023,17:47:37,1,2,Groningen,4.5,Chocolate,Hot chocolate
277,06/10/2023,16:53:24,5,2,Groningen,6.3,Coffee,Organic blended coffee
278,06/11/2023,10:24:49,3,2,Groningen,6.3,Coffee,Organic blended coffee
279,06/11/2023,17:43:51,1,2,Groningen,4.5,Chocolate,Hot chocolate
280,06/05/2023,12:15:31,1,2,Groningen,3.25,Tea,Chai tea
281,06/05/2023,14:01:14,2,3,Breda,3.0,Bakery,Scone
282,06/11/2023,09:50:48,2,2,Groningen,3.15,Tea,Green tea
283,06/11/2023,13:41:42,1,1,Amsterdam,3.0,Bakery,Scone
284,06/11/2023,09:19:53,5,1,Amsterdam,4.5,Chocolate,Hot chocolate
285,06/08/2023,17:55:30,2,2,Groningen,4.5,Chocolate,Hot chocolate
286,06/10/2023,13:03:02,4,2,Groningen,3.0,Tea,Black tea
287,06/10/2023,11:45:22,3,2,Groningen,3.0,Tea,Black tea
288,06/11/2023,08:40:38,1,3,Breda,3.5,Tea,Herbal tea
289,06/10/2023,13:31:33,1,3,Breda,4.5,Chocolate,Hot chocolate
290,06/11/2023,07:15:52,2,2,Groningen,3.0,Bakery,Scone
291,06/11/2023,10:35:31,1,2,Groningen,4.5,Chocolate,Hot chocolate
292,06/11/2023,10:45:45,1,2,Groningen,3.75,Bakery,Sandwich
293,06/07/2023,11:06:55,1,2,Groningen,3.5,Coffee,Milk coffee
294,06/10/2023,12:22:30,1,1,Amsterdam,3.0,Tea,Black tea
295,06/11/2023,09:17:38,2,2,Groningen,3.5,Tea,Herbal tea
296,06/09/2023,09:57:31,2,2,Groningen,3.75,Bakery,Sandwich
297,06/08/2023,11:44:15,1,2,Groningen,4.5,Chocolate,Hot chocolate
298,06/07/2023,11:33:34,1,1,Amsterdam,6.3,Coffee,Organic blended coffee
299,06/10/2023,14:14:07,1,2,Groningen,4.5,Chocolate,Hot chocolate
300,06/07/2023,11:14:41,2,2,Groningen,4.25,Coffee,Syrup coffee
301,06/09/2023,06:08:05,4,2,Groningen,3.5,Coffee,Milk coffee
302,06/06/2023,19:20:06,2,1,Amsterdam,3.5,Coffee,Milk coffee
303,06/11/2023,09:57:22,3,1,Amsterdam,4.25,Coffee,Syrup coffee
304,06/09/2023,11:27:52,1,2,Groningen,3.75,Bakery,Sandwich
305,06/09/2023,16:33:47,2,2,Groningen,6.3,Coffee,Organic blended coffee
306,06/06/2023,13:17:16,2,3,Breda,3.25,Tea,Chai tea
307,06/06/2023,09:39:44,4,2,Groningen,4.5,Chocolate,Hot chocolate
308,06/11/2023,16:37:42,1,2,Groningen,3.5,Bakery,Pie
309,06/11/2023,15:38:50,2,3,Breda,3.5,Bakery,Pie
310,06/09/2023,09:45:32,2,2,Groningen,3.0,Tea,Black tea
311,06/09/2023,08:50:44,1,1,Amsterdam,3.5,Coffee,Milk coffee
312,06/07/2023,10:45:33,1,3,Breda,4.5,Chocolate,Hot chocolate
313,06/09/2023,18:42:59,1,1,Amsterdam,3.25,Tea,Chai tea
314,06/07/2023,08:01:08,2,2,Groningen,4.25,Coffee,Syrup coffee
315,06/09/2023,07:02:58,3,1,Amsterdam,4.5,Chocolate,Hot chocolate
316,06/10/2023,06:51:16,1,1,Amsterdam,3.25,Tea,Chai tea
317,06/09/2023,11:13:16,3,1,Amsterdam,4.5,Chocolate,Hot chocolate
318,06/09/2023,14:29:56,2,3,Breda,3.0,Tea,Black tea
319,06/09/2023,08:51:03,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
320,06/07/2023,19:03:17,1,2,Groningen,4.25,Coffee,Syrup coffee
321,06/06/2023,13:35:04,2,1,Amsterdam,3.75,Bakery,Sandwich
322,06/09/2023,09:04:23,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
323,06/11/2023,12:01:27,2,1,Amsterdam,3.15,Tea,Green tea
324,06/10/2023,17:06:57,1,2,Groningen,3.5,Tea,Herbal tea
325,06/08/2023,08:09:20,1,3,Breda,3.15,Tea,Green tea
326,06/08/2023,07:08:07,2,2,Groningen,4.5,Chocolate,Hot chocolate
327,06/08/2023,,3,2,Groningen,6.3,Coffee,Organic blended coffee
328,06/10/2023,12:17:57,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
329,06/09/2023,19:42:22,,2,Groningen,4.5,Chocolate,Hot chocolate
330,06/06/2023,09:30:55,3,3,Breda,4.5,Chocolate,Hot chocolate
331,06/07/2023,09:58:50,1,3,Breda,6.3,Coffee,Organic blended coffee
332,06/06/2023,11:13:18,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
333,06/05/2023,11:37:05,4,2,Groningen,4.5,Chocolate,Hot chocolate
334,06/10/2023,09:33:14,3,3,Breda,2.0,Coffee,Black coffee
335,06/06/2023,10:49:53,2,2,Groningen,3.25,Tea,Chai tea
336,06/10/2023,09:29:54,3,1,Amsterdam,4.5,Chocolate,Hot chocolate
337,06/09/2023,08:20:29,2,3,Breda,3.15,Tea,Green tea
338,06/10/2023,18:40:05,,2,Groningen,4.25,Coffee,Syrup coffee
339,06/11/2023,08:21:32,4,2,Groningen,4.5,Chocolate,Hot chocolate
340,06/09/2023,16:15:06,1,2,Groningen,3.75,Bakery,Sandwich
341,06/09/2023,17:24:14,1,1,Amsterdam,3.75,Bakery,Sandwich
342,06/11/2023,07:59:53,1,2,Groningen,3.5,Bakery,Pie
343,06/10/2023,08:14:43,3,2,Groningen,4.5,Chocolate,Hot chocolate
344,06/09/2023,12:53:48,2,3,Breda,4.5,Chocolate,Hot chocolate
345,06/11/2023,16:11:21,2,2,Groningen,4.5,Chocolate,Hot chocolate
346,06/09/2023,14:42:02,1,1,Amsterdam,3.75,Bakery,Sandwich
347,06/08/2023,07:53:04,6,2,Groningen,3.5,Bakery,Pie
348,06/09/2023,12:28:34,1,1,Amsterdam,3.5,Tea,Herbal tea
349,06/08/2023,14:58:01,2,1,Amsterdam,3.5,Tea,Herbal tea
350,06/09/2023,19:29:19,3,3,Breda,3.75,Bakery,Sandwich
